scan,side,reactant,sweep_index,is_baseline,parameter_value_SI,parameter_value_display,parameter_display_unit,sigma_C_per_m2,sigma_mC_per_m2,phi_RP_mean_V,phi_RP_mean_mV,reactant_mean,log10_reactant_mean,eta_mean_V,eta_mean_mV,side_current_avg_A_per_m2,E_mix_with_V,E_mix_no_V,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,i_mix_abs_with_A,i_mix_abs_no_A,max_abs_phi_tilde,debye_huckel_ok
Cdl_Au,Au,R1,10,False,0.1,10.0,$\mu$F cm$^{-2}$,-0.02474631297118998,-24.74631297118998,-0.10243826951889563,-102.43826951889564,0.020814485583143864,-1.6816343179582125,0.5825368702881003,582.5368702881003,0.14799205115452205,0.5800986007692046,0.4670000000000001,0.14799205115452205,0.11756035407872442,7.399602557726103e-11,5.878017703936221e-11,4.958367005411072,False
Cdl_Au,Au,R1,11,False,0.10717734625362933,10.717734625362933,$\mu$F cm$^{-2}$,-0.025850199717559905,-25.850199717559903,-0.1070052374894291,-107.00523748942909,0.017586965572879913,-1.754809086559368,0.5888091082570116,588.8091082570116,0.14018758054799385,0.5818038707675824,0.4670000000000001,0.14018758054799385,0.11756035407872442,7.009379027399693e-11,5.878017703936221e-11,4.916224683036667,False
Cdl_Au,Au,R1,12,False,0.1148698354997035,11.48698354997035,$\mu$F cm$^{-2}$,-0.026973083630201004,-26.973083630201003,-0.11164822482852634,-111.64822482852634,0.014821460305241127,-1.8291090047734084,0.5951856685189506,595.1856685189506,0.13267538271346324,0.5835374436904243,0.4670000000000001,0.13267538271346324,0.11756035407872442,6.633769135673162e-11,5.878017703936221e-11,4.87338581229055,False
Cdl_Au,Au,R1,13,False,0.1231144413344916,12.31144413344916,$\mu$F cm$^{-2}$,-0.028112730245094683,-28.11273024509468,-0.11635774544058461,-116.35774544058461,0.0124624754250266,-1.9043956850723331,0.6016536749030542,601.6536749030543,0.1254664475635623,0.5852959294624697,0.4670000000000001,0.1254664475635623,0.11756035407872442,6.273322378178115e-11,5.878017703936221e-11,4.8299344667271775,False
Cdl_Au,Au,R1,14,False,0.1319507910772894,13.19507910772894,$\mu$F cm$^{-2}$,-0.02926675882118535,-29.26675882118535,-0.1211237093692337,-121.1237093692337,0.010458627788550006,-1.9805252928066097,0.6081994440333253,608.1994440333252,0.11856892688233067,0.5870757346640916,0.4670000000000001,0.11856892688233067,0.11756035407872442,5.928446344116534e-11,5.878017703936221e-11,4.892533129786715,False
Cdl_Au,Au,R1,15,False,0.1414213562373095,14.142135623730951,$\mu$F cm$^{-2}$,-0.030432660772875087,-30.43266077287509,-0.1259355017837103,-125.9355017837103,0.008762945812614073,-2.057349873843186,0.614808591979502,614.808591979502,0.11198819015309219,0.5888730901957917,0.4670000000000001,0.11198819015309219,0.11756035407872442,5.59940950765461e-11,5.878017703936221e-11,5.08253334705592,False
Cdl_Au,Au,R1,16,False,0.15157165665103983,15.157165665103983,$\mu$F cm$^{-2}$,-0.03160782051770199,-31.607820517701988,-0.13078207207854034,-130.78207207854035,0.007332993463638256,-2.1347187021184086,0.6214661539230124,621.4661539230124,0.10572693129221471,0.590684081844472,0.4670000000000001,0.10572693129221471,0.11756035407872442,5.2863465646107354e-11,5.878017703936221e-11,5.273582026210747,False
Cdl_Au,Au,R1,17,False,0.16245047927124712,16.245047927124713,$\mu$F cm$^{-2}$,-0.032789538406184475,-32.78953840618448,-0.13565203165499212,-135.65203165499213,0.006130845772746502,-2.2124796088258925,0.6281567148753373,628.1567148753373,0.09978531987598174,0.5925046832203451,0.4670000000000001,0.09978531987598174,0.11756035407872442,4.9892659937990876e-11,5.878017703936221e-11,5.465216436910326,False
Cdl_Au,Au,R1,18,False,0.17411011265922485,17.411011265922486,$\mu$F cm$^{-2}$,-0.03397505533338945,-33.97505533338945,-0.14053375866805515,-140.53375866805516,0.005122945587054288,-2.290480256922325,0.6348645491380116,634.8645491380116,0.0941611893328473,0.5943307904699564,0.4670000000000001,0.0941611893328473,0.11756035407872442,4.708059466642365e-11,5.878017703936221e-11,5.656969441638951,False
Cdl_Au,Au,R1,19,False,0.18660659830736148,18.660659830736147,$\mu$F cm$^{-2}$,-0.03516157857510721,-35.161578575107214,-0.14541550778426723,-145.41550778426722,0.004279870922834439,-2.3685693287312337,0.6415737659115771,641.5737659115771,0.08885025389335391,0.5961582581273098,0.4670000000000001,0.08885025389335391,0.11756035407872442,4.442512694667696e-11,5.878017703936221e-11,5.848368868386265,False
Cdl_Au,Au,R1,20,True,0.2,20.0,$\mu$F cm$^{-2}$,-0.03634630834836119,-36.34630834836119,-0.1502855228151927,-150.2855228151927,0.0035760402606696638,-2.446597600365984,0.6482684582581941,648.2684582581941,0.08384634584416407,0.5979829354430014,0.4670000000000001,0.08384634584416407,0.11756035407872442,4.192317292208204e-11,5.878017703936221e-11,6.038944611092431,False
Cdl_Au,Au,R1,21,False,0.21675967734687368,21.67596773468737,$\mu$F cm$^{-2}$,-0.03771581506215161,-37.71581506215161,-0.15590932347322858,-155.9093234732286,0.002904582181330437,-2.536916331223075,0.6560017014059484,656.0017014059483,0.07841173846167569,0.6000923779327199,0.4670000000000001,0.07841173846167569,0.11756035407872442,3.920586923083785e-11,5.878017703936221e-11,6.258562256314249,False
Cdl_Au,Au,R1,22,False,0.23492378861760385,23.492378861760386,$\mu$F cm$^{-2}$,-0.03907489038534814,-39.07489038534814,-0.16148375029213521,-161.48375029213523,0.0023619241752391306,-2.62673404863775,0.6636699292341478,663.6699292341478,0.07336588299812044,0.6021861789420127,0.4670000000000001,0.07336588299812044,0.11756035407872442,3.6682941499060224e-11,5.878017703936221e-11,6.475758584250588,False
Cdl_Au,Au,R1,23,False,0.2546100231092847,25.46100231092847,$\mu$F cm$^{-2}$,-0.04041940281659624,-40.41940281659624,-0.166991558409336,-166.991558409336,0.0019238141610281273,-2.7158368827857773,0.6712497578728578,671.2497578728578,0.06869229680277719,0.6042581994635218,0.4670000000000001,0.06869229680277719,0.11756035407872442,3.43461484013886e-11,5.878017703936221e-11,6.689849754477866,False
Cdl_Au,Au,R1,24,False,0.27594593229224296,27.594593229224294,$\mu$F cm$^{-2}$,-0.04174540819308086,-41.74540819308086,-0.17241632761286327,-172.41632761286326,0.0015702894446766981,-2.8040202885844376,0.6787188854486538,678.7188854486537,0.06437302161304226,0.6063025578357905,0.4670000000000001,0.06437302161304226,0.11756035407872442,3.218651080652113e-11,5.878017703936221e-11,6.9002022497057816,False
Cdl_Au,Au,R1,25,False,0.29906975624424414,29.906975624424415,$\mu$F cm$^{-2}$,-0.043049194921664195,-43.049194921664196,-0.1777426517454097,-177.74265174540972,0.0012850210367110887,-2.8910897625640017,0.6860563412954843,686.0563412954843,0.06038909038597311,0.6083136895500746,0.4670000000000001,0.06038909038597311,0.11756035407872442,3.0194545192986557e-11,5.878017703936221e-11,7.106228144551386,False
Cdl_Au,Au,R1,26,False,0.32413131933855255,32.413131933855254,$\mu$F cm$^{-2}$,-0.04432732332379667,-44.32732332379667,-0.18295630268181368,-182.95630268181367,0.0010547236544384238,-2.9768613138957507,0.6932427023273949,693.2427023273949,0.056720948093404625,0.6102863996455812,0.4670000000000001,0.056720948093404625,0.11756035407872442,2.8360474046702315e-11,5.878017703936221e-11,7.307411775163194,False
Cdl_Au,Au,R1,27,False,0.3512930009892056,35.12930009892056,$\mu$F cm$^{-2}$,-0.045576658233362516,-45.576658233362515,-0.1880443652795531,-188.0443652795531,0.0008686368504281086,-3.0611617503846706,0.7002602724647995,700.2602724647995,0.053348821159085597,0.6122159071852463,0.4670000000000001,0.053348821159085597,0.11756035407872442,2.66744105795428e-11,5.878017703936221e-11,7.503279469090076,False
Cdl_Au,Au,R1,28,False,0.38073078774317576,38.07307877431757,$\mu$F cm$^{-2}$,-0.04679439435782089,-46.794394357820885,-0.19299534129241433,-192.99534129241434,0.0007180772213080022,-3.143828849650973,0.7070932221289487,707.0932221289487,0.05025303208993734,0.6140978808365344,0.4670000000000001,0.05025303208993734,0.11756035407872442,2.512651604496867e-11,5.878017703936221e-11,7.6933934163059305,False
Cdl_Au,Au,R1,29,False,0.412635413536159,41.2635413536159,$\mu$F cm$^{-2}$,-0.047978074069260745,-47.97807406926074,-0.19779922090596502,-197.79922090596503,0.0005960580074864611,-3.224711473304396,0.713727686729301,713.727686729301,0.04741426034273908,0.6159284658233359,0.4670000000000001,0.04741426034273908,0.11756035407872442,2.3707130171369543e-11,5.878017703936221e-11,7.877386576321777,False
Cdl_Au,Au,R1,30,False,0.447213595499958,44.721359549995796,$\mu$F cm$^{-2}$,-0.04912559767662286,-49.12559767662286,-0.20244752219587642,-202.44752219587642,0.0004969701676101614,-3.30366968054463,0.7201518241597656,720.1518241597656,0.04481375115000431,0.6177043019638893,0.4670000000000001,0.04481375115000431,0.11756035407872442,2.240687557500216e-11,5.878017703936221e-11,8.05496735272058,False
Cdl_Au,Au,R1,31,False,0.48468937332853074,48.46893733285307,$\mu$F cm$^{-2}$,-0.05023522643802385,-50.235226438023844,-0.2069332996931156,-206.9332996931156,0.0004163179328150407,-3.3805748815588657,0.7263558328233173,726.3558328233173,0.04243347632164564,0.6194225331302017,0.4670000000000001,0.04243347632164564,0.11756035407872442,2.121673816082282e-11,5.878017703936221e-11,8.225946857769706,False
Cdl_Au,Au,R1,32,False,0.5253055608807535,52.53055608807535,$\mu$F cm$^{-2}$,-0.05130557881525633,-51.30557881525633,-0.2112511242722892,-211.2511242722892,0.00035050154985617825,-3.4553100573192976,0.7323319328102393,732.3319328102393,0.04025625184922218,0.6210808085379502,0.4670000000000001,0.04025625184922218,0.11756035407872442,2.0128125924611092e-11,5.878017703936221e-11,8.390104061654654,False
Cdl_Au,Au,R1,33,False,0.5693253194251531,56.93253194251531,$\mu$F cm$^{-2}$,-0.052335620665687616,-52.335620665687614,-0.21539703739576885,-215.39703739576885,0.00029664015746711344,-3.527770056996626,0.7380743137885897,738.0743137885896,0.03826581764919417,0.6226772763928208,0.4670000000000001,0.03826581764919417,0.11756035407872442,1.9132908824597086e-11,5.878017703936221e-11,8.547325547263434,False
Cdl_Au,Au,R1,34,False,0.6170338627200097,61.70338627200097,$\mu$F cm$^{-2}$,-0.053324650155533455,-53.324650155533455,-0.21936848311658524,-219.36848311658525,0.00025242829554786365,-3.59786196515081,0.743579053959101,743.579053959101,0.036446885334017104,0.6242105708425157,0.4670000000000001,0.036446885334017104,0.11756035407872442,1.8223442667008554e-11,5.878017703936221e-11,8.697613148744637,False
Cdl_Au,Au,R1,35,False,0.668740304976422,66.8740304976422,$\mu$F cm$^{-2}$,-0.0542722783841407,-54.2722783841407,-0.22316422210778444,-223.16422210778444,0.000216020255506277,-3.665505524579785,0.7488440146641765,748.8440146641765,0.03478515883393751,0.6256797925563921,0.4670000000000001,0.03478515883393751,0.11756035407872442,1.7392579416968757e-11,5.878017703936221e-11,8.840918787245727,False
Cdl_Au,Au,R1,36,False,0.7247796636776956,72.47796636776957,$\mu$F cm$^{-2}$,-0.055178406579577254,-55.178406579577256,-0.22678423142606569,-226.78423142606567,0.00018593725828418091,-3.730633577167704,0.7538687157699907,753.8687157699907,0.03326733369147635,0.6270844843439249,0.4670000000000001,0.03326733369147635,0.11756035407872442,1.6633666845738175e-11,5.878017703936221e-11,8.977260286132331,False
Cdl_Au,Au,R1,37,False,0.7855150302317644,78.55150302317644,$\mu$F cm$^{-2}$,-0.056043200863170155,-56.043200863170156,-0.23022959428987244,-230.22959428987244,0.00016099319301803684,-3.7931924860625643,0.7586541966655499,758.6541966655499,0.03188107921558698,0.6284246023756774,0.4670000000000001,0.03188107921558698,0.11756035407872442,1.594053960779349e-11,5.878017703936221e-11,9.106762265138237,False
Cdl_Au,Au,R1,38,False,0.8513399225207847,85.13399225207847,$\mu$F cm$^{-2}$,-0.05686706545823316,-56.867065458233164,-0.23350238362048167,-233.50238362048168,0.00014023535163460907,-3.8531424921859143,0.7632028676749331,763.202867674933,0.03061500775453885,0.6297004840544513,0.4670000000000001,0.03061500775453885,0.11756035407872442,1.5307503877269426e-11,5.878017703936221e-11,9.229544754022633,False
Cdl_Au,Au,R1,39,False,0.9226808345905883,92.26808345905883,$\mu$F cm$^{-2}$,-0.057650615165054826,-57.65061516505482,-0.23660554285775148,-236.6055428577515,0.00012289721494252527,-3.9104579588450186,0.7675183562898698,767.5183562898698,0.02945863458859422,0.6309128134321182,0.4670000000000001,0.02945863458859422,0.11756035407872442,1.472931729429711e-11,5.878017703936221e-11,9.345701204646133,False
Cdl_Au,Au,R1,40,False,1.0,100.0,$\mu$F cm$^{-2}$,-0.05839464782364469,-58.39464782364469,-0.2395427671245597,-239.5427671245597,0.0001083608837771576,-3.9651274615755843,0.7716053521763555,771.6053521763555,0.028402331404659642,0.6320625850517957,0.4670000000000001,0.028402331404659642,0.11756035407872442,1.4201165702329821e-11,5.878017703936221e-11,9.455448094872487,False
Cdl_Pd,Pd,O2,0,False,0.05,5.0,$\mu$F cm$^{-2}$,-0.008856055458709756,-8.856055458709756,-0.03629886492155967,-36.29886492155967,4.166240623853307,0.6197443492876438,-0.23112110917419504,-231.12110917419503,-0.034412829770267966,0.5665800259042453,0.4670000000000001,0.03441282977030803,0.11756035407872442,1.7206414885154017e-11,5.878017703936221e-11,6.6071041573954155,False
Cdl_Pd,Pd,O2,1,False,0.05547847360339224,5.547847360339224,$\mu$F cm$^{-2}$,-0.009588651894929842,-9.588651894929843,-0.039339084774881336,-39.339084774881336,4.6959351501456865,0.6717220907675928,-0.22683553912239462,-226.83553912239464,-0.035650014695613734,0.567825376102724,0.4670000000000001,0.03565001468861533,0.11756035407872442,1.7825007344307666e-11,5.878017703936221e-11,6.584537811893494,False
Cdl_Pd,Pd,O2,2,False,0.061557220667245796,6.1557220667245796,$\mu$F cm$^{-2}$,-0.01036120584492289,-10.36120584492289,-0.04254360286408968,-42.543602864089685,5.32733445936791,0.7265099634073495,-0.22231828553357696,-222.31828553357695,-0.03700232417685814,0.5691381116023333,0.4670000000000001,0.037002324158761236,0.11756035407872442,1.850116207938062e-11,5.878017703936221e-11,6.560752919717487,False
Cdl_Pd,Pd,O2,3,False,0.06830201283771979,6.830201283771979,$\mu$F cm$^{-2}$,-0.011172596764107087,-11.172596764107087,-0.045907453396139566,-45.907453396139566,6.0816191362523835,0.7840192188000275,-0.21757639108897553,-217.57639108897553,-0.03847712915303146,0.5705161555148849,0.4670000000000001,0.038477129165221974,0.11756035407872442,1.9238564582610988e-11,5.878017703936221e-11,6.535789583822304,False
Cdl_Pd,Pd,O2,4,False,0.0757858283255199,7.57858283255199,$\mu$F cm$^{-2}$,-0.01202115896358642,-12.02115896358642,-0.04942338007031063,-49.42338007031063,6.984267767113896,0.8441208812632031,-0.2126201434911076,-212.6201434911076,-0.0400814413511074,0.5719564764385817,0.4670000000000001,0.0400814413482046,0.11756035407872442,2.0040720674102302e-11,5.878017703936221e-11,6.509700132528204,False
Cdl_Pd,Pd,O2,5,False,0.08408964152537145,8.408964152537145,$\mu$F cm$^{-2}$,-0.012904663536197894,-12.904663536197894,-0.0530817644495875,-53.0817644495875,8.065745866940427,0.9066445342691508,-0.207463176939627,-207.46317693962698,-0.041821685131584345,0.5734550586107855,0.4670000000000001,0.04182168513164905,0.11756035407872442,2.0910842565824526e-11,5.878017703936221e-11,6.482557723596969,False
Cdl_Pd,Pd,O2,6,False,0.09330329915368073,9.330329915368072,$\mu$F cm$^{-2}$,-0.013820315976351945,-13.820315976351946,-0.056870620922419464,-56.87062092241946,9.362208627395626,0.9713783147146403,-0.20212247907320366,-202.12247907320366,-0.043703439647674,0.5750069000043768,0.4670000000000001,0.04370343959669662,0.11756035407872442,2.185171979834831e-11,5.878017703936221e-11,6.454453415433976,False
Cdl_Pd,Pd,O2,7,False,0.10352649238413773,10.352649238413774,$\mu$F cm$^{-2}$,-0.01476477143477397,-14.76477143477397,-0.06077566633189012,-60.77566633189012,10.916169246930082,1.0380702604568188,-0.19661829117119992,-196.61829117119993,-0.045731156923386106,0.5766060424969099,0.4670000000000001,0.045731156910307554,0.11756035407872442,2.2865578455153777e-11,5.878017703936221e-11,6.425495615717642,False
Cdl_Pd,Pd,O2,8,False,0.1148698354997035,11.48698354997035,$\mu$F cm$^{-2}$,-0.01573416881474451,-15.73416881474451,-0.06478046923219495,-64.78046923219495,12.777064797417058,1.1064310972735953,-0.19097389524672137,-190.97389524672138,-0.047907866153202874,0.5782456355210837,0.4670000000000001,0.04790786615311925,0.11756035407872442,2.3953933076559625e-11,5.878017703936221e-11,6.395808921628134,False
Cdl_Pd,Pd,O2,9,False,0.12745606273192622,12.745606273192623,$\mu$F cm$^{-2}$,-0.016724183823649045,-16.724183823649046,-0.0688666790757558,-68.8666790757558,15.001630515294986,1.1761384647430926,-0.1852152867833711,-185.21528678337108,-0.050234876624711086,0.5799180341408731,0.4670000000000001,0.050234876624560346,0.11756035407872442,2.5117438312280175e-11,5.878017703936221e-11,6.365532334439797,False
Cdl_Pd,Pd,O2,10,False,0.1414213562373095,14.142135623730951,$\mu$F cm$^{-2}$,-0.017730100044717964,-17.730100044717965,-0.0730143311978462,-73.0143311978462,17.653974583407006,1.2468424969939258,-0.1793707397273597,-179.3707397273597,-0.05271149633889028,0.5816149290747941,0.4670000000000001,0.052711496338652915,0.11756035407872442,2.6355748169326457e-11,5.878017703936221e-11,6.334818918859289,False
Cdl_Pd,Pd,O2,11,False,0.15691681957935014,15.691681957935014,$\mu$F cm$^{-2}$,-0.018746895872130454,-18.746895872130455,-0.07720221828307947,-77.20221828307946,20.805232745579804,1.3181725785550948,-0.17347027681535734,-173.47027681535735,-0.055334784928403026,0.5833275049015632,0.4670000000000001,0.05533478492808214,0.11756035407872442,2.766739246404107e-11,5.878017703936221e-11,6.303828443013943,False
Cdl_Pd,Pd,O2,12,False,0.1741101126592248,17.41101126592248,$\mu$F cm$^{-2}$,-0.019769344084598756,-19.769344084598757,-0.08140831448733989,-81.40831448733988,24.5326810541418,1.3897450126741078,-0.1675450651467447,-167.5450651467447,-0.058099360933252645,0.5850466203659154,0.4670000000000001,0.05809936093324899,0.11756035407872442,2.9049680466624496e-11,5.878017703936221e-11,6.272725507460862,False
Cdl_Pd,Pd,O2,13,False,0.19318726578496911,19.31872657849691,$\mu$F cm$^{-2}$,-0.0207921199348535,-20.792119934853503,-0.08561023460539811,-85.61023460539812,28.918200958745906,1.461171271402847,-0.16162676230428438,-161.62676230428437,-0.060997282842594015,0.5867630030903175,0.4670000000000001,0.060997282842584925,0.11756035407872442,3.0498641421292465e-11,5.878017703936221e-11,6.241678510209912,False
Cdl_Pd,Pd,O2,14,False,0.21435469250725864,21.435469250725863,$\mu$F cm$^{-2}$,-0.021809913021089995,-21.809913021089994,-0.08978570811313029,-89.78570811313028,34.04602804264632,1.5320664525254533,-0.15574684195612573,-155.74684195612573,-0.06401802059718951,0.588467449930744,0.4670000000000001,0.06401802059717715,0.11756035407872442,3.200901029858858e-11,5.878017703936221e-11,6.210854534210631,False
Cdl_Pd,Pd,O2,15,False,0.23784142300054426,23.784142300054427,$\mu$F cm$^{-2}$,-0.022817537951588612,-22.817537951588612,-0.0939130468708609,-93.9130468708609,39.99977545142387,1.602057553315931,-0.14993592934203215,-149.93592934203215,-0.06714852949285936,0.5901510237871069,0.4670000000000001,0.06714852949285098,0.11756035407872442,3.3574264746425496e-11,5.878017703936221e-11,6.180415762657505,False
Cdl_Pd,Pd,O2,16,False,0.2639015821545789,26.390158215457888,$\mu$F cm$^{-2}$,-0.023810038938321933,-23.810038938321934,-0.0979715858460105,-97.9715858460105,46.858802583127606,1.6707911865617435,-0.14422317617018046,-144.22317617018047,-0.07037343185198641,0.591805237983809,0.4670000000000001,0.07037343185198382,0.11756035407872442,3.518671592599191e-11,5.878017703936221e-11,6.1505161181938615,False
Cdl_Pd,Pd,O2,17,False,0.2928171391891251,29.281713918912512,$\mu$F cm$^{-2}$,-0.024782783943675987,-24.782783943675987,-0.10194207833056564,-101.94207833056564,54.69409094529545,1.737940408445421,-0.13863570135376965,-138.63570135376966,-0.07367530405758352,0.5934222203156647,0.4670000000000001,0.07367530405758328,0.11756035407872442,3.6837652028791644e-11,5.878017703936221e-11,6.121298269296089,False
Cdl_Pd,Pd,O2,18,False,0.3249009585424943,32.49009585424943,$\mu$F cm$^{-2}$,-0.025731544798230442,-25.73154479823044,-0.1058070305425595,-105.80703054255949,63.56387947400327,1.8032103955009853,-0.1331981190626895,-133.1981190626895,-0.07703505841158953,0.594994850394751,0.4670000000000001,0.07703505838023465,0.11756035407872442,3.8517529190117326e-11,5.878017703936221e-11,6.09289111915677,False
Cdl_Pd,Pd,O2,19,False,0.3605001850443321,36.05001850443321,$\mu$F cm$^{-2}$,-0.02665256070840969,-26.65256070840969,-0.10955096479042117,-109.55096479042118,73.50938522132485,1.8663427906437293,-0.12793216928621573,-127.93216928621572,-0.08043240158723752,0.5965168659233631,0.4670000000000001,0.08043240158644997,0.11756035407872442,4.021620079322499e-11,5.878017703936221e-11,6.065407856279256,False
Cdl_Pd,Pd,O2,20,True,0.4,40.0,$\mu$F cm$^{-2}$,-0.02754258371574001,-27.54258371574001,-0.11316060526764861,-113.1606052676486,84.55097701011347,1.9271186303565817,-0.12285645928934996,-122.85645928934996,-0.08384634584416462,0.5979829354430014,0.4670000000000001,0.08384634584416407,0.11756035407872442,4.192317292208204e-11,5.878017703936221e-11,6.038944611092431,False
Cdl_Pd,Pd,O2,21,False,0.41875209399074625,41.87520939907463,$\mu$F cm$^{-2}$,-0.027924209446216056,-27.924209446216057,-0.11470562503207019,-114.70562503207019,89.76429199875122,1.9531036098079277,-0.1206843458144787,-120.6843458144787,-0.08535047652377704,0.5986100291534511,0.4670000000000001,0.08535047652186306,0.11756035407872442,4.267523826093153e-11,5.878017703936221e-11,6.027628411251019,False
Cdl_Pd,Pd,O2,22,False,0.4383832905540869,43.83832905540869,$\mu$F cm$^{-2}$,-0.028299086579009133,-28.299086579009135,-0.11622161568137375,-116.22161568137375,95.18822351784743,1.9785832217292525,-0.11855329659860207,-118.55329659860207,-0.08685192445863285,0.5992250877200241,0.4670000000000001,0.08685192445863343,0.11756035407872442,4.342596222931672e-11,5.878017703936221e-11,6.016531534007457,False
Cdl_Pd,Pd,O2,23,False,0.45893480222519406,45.89348022251941,$\mu$F cm$^{-2}$,-0.028667038029994204,-28.667038029994202,-0.1177078716580617,-117.70787165806169,100.81991216630749,2.003546314747593,-0.11646429316538867,-116.46429316538867,-0.08834891716370968,0.5998278351765496,0.4670000000000001,0.08834891716415541,0.11756035407872442,4.4174458582077707e-11,5.878017703936221e-11,6.005659564302299,False
Cdl_Pd,Pd,O2,24,False,0.48044977359257246,48.044977359257246,$\mu$F cm$^{-2}$,-0.029027907293691018,-29.02790729369102,-0.11916377483218883,-119.16377483218884,106.65550057703902,2.0279832583663504,-0.1144181933038167,-114.4181933038167,-0.08983971310783222,0.6004180318639945,0.4670000000000001,0.08983971311615388,0.11756035407872442,4.491985655807694e-11,5.878017703936221e-11,5.995015855139469,False
