E_mix,I1,I2,Itot,i_mix,K_Au,K_Pd,K_ratio,a_weighted_Au,a_weighted_Pd,dlnI1_dE,dlnI2_dE,di_mix_dE,lambda_D_m,Lt_total,g_Au,g_C,g_Pd
-0.016556839456381228,192.20628712461746,-192.20628618289783,9.417196338290523e-07,192.20628712461746,5.411927398432047,2.8410798688687664,1.9048839343565922,0.03949648605817168,0.16707806470380268,18.692236178389283,-16.209387375193426,3592.765313904653,9.619830031440398e-10,10.395194059892011,0.034601029503490636,0.13840411801396255,0.2076061770209438
