L_support_nm,L_Au_nm,L_Pd_len_nm,L_total_nm,lambda_D_nm,E_mix_with_V,E_mix_no_V,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,max_abs_phi_tilde,phi_s_min_mV,phi_s_max_mV
0.0,24.999999999999996,24.999999999999996,49.99999999999999,3.0412178890177213,0.600694994117024,0.4670000000000001,0.0815880733807086,0.11756035407872442,5.9850070736949235,-153.6848830967364,-0.7692950672844033
3.0,24.999999999999996,25.0,53.0,3.0412178890177213,0.59867693168182,0.4670000000000001,0.0829407064153356,0.11756035407872442,6.021659112726365,-154.62604561575003,-0.7146573007684944
10.0,24.999999999999996,25.000000000000007,60.0,3.0412178890177213,0.5980255004918,0.4670000000000001,0.08374023183949203,0.11756035407872442,6.033459857051863,-154.92906881852753,18.651926983157093
30.0,24.999999999999996,25.0,80.0,3.0412178890177213,0.5979858210649913,0.4670000000000001,0.08379121257087205,0.11756035407872442,6.034209281437308,-154.94831277223525,29.631777584399845
100.0,24.999999999999996,25.000000000000014,150.00000000000003,3.0412178890177213,0.5979837800690777,0.4670000000000001,0.08379623395259253,0.11756035407872442,6.034415988081191,-154.95362065007384,29.82576038159773
1000.0,24.999999999999996,25.0,1050.0000000000002,3.0412178890177213,0.5978816403940778,0.4670000000000001,0.08404956614533045,0.11756035407872442,6.046654479678832,-155.26788446418547,29.915321631436473
