E_mix,I1,I2,Itot,i_mix,K_Au,K_Pd,K_ratio,a_weighted_Au,a_weighted_Pd,dlnI1_dE,dlnI2_dE,di_mix_dE,lambda_D_m,Lt_total,g_Au,g_C,g_Pd
-0.04559969870383618,111.39974555862874,-111.39974413902917,1.4195995703403241e-06,111.39974555862874,5.519904199136722,0.9357009701708043,5.899218206569893,0.509667057813047,0.5014701299894543,9.542306746790429,-9.701826111989842,1063.0105436348401,3.0420573603040848e-09,6.574497989742309,1.0941806261771543,0.4376722504708617,1.0941806261771543
