E_mix,I1,I2,Itot,i_mix,K_Au,K_Pd,K_ratio,a_weighted_Au,a_weighted_Pd,dlnI1_dE,dlnI2_dE,di_mix_dE,lambda_D_m,Lt_total,g_Au,g_C,g_Pd
-0.0007533691823482513,509.56154100627936,-509.5615255775518,1.5428727579092083e-05,509.56154100627936,10.549066834240787,10.244233185159448,1.0297566097502489,0.2536730883968832,0.25417140992742404,14.52417268180678,-14.514474910162594,7400.959813582768,9.619830031440398e-10,22.869426931762423,0.3460102950349064,0.13840411801396255,0.3460102950349064
